"Peak","Name","Season","Date","Time","Citizenship","Sex","Age","Oxy","Dth","Host","Year"
"EVER","Raju Gosala","2018 Spr","May 17","4:45","India","M",17,TRUE,FALSE,"China",2018
"EVER","Ram Nurbu Sherpa (Makalu-2, Makalu-Barun)","2018 Spr","May 21","6:30","Nepal","M",37,TRUE,FALSE,"China",2018
"EVER","Ram Singh Rawat","2018 Spr","May 19","8:30","India","M",40,TRUE,FALSE,"Nepal",2018
"EVER","Ramesh Gurung (Linggam, Hatiya-7, Makalu-Barun)","2018 Spr","May 17","5:45","Nepal","M",29,TRUE,FALSE,"Nepal",2018
"EVER","Randolph Kidder (Randy) Luskey","2018 Spr","May 18","5:00","United States of America","M",50,TRUE,FALSE,"Nepal",2018
"EVER","Ravi Chauhan","2018 Spr","May 21","8:30","India","M",32,TRUE,FALSE,"Nepal",2018
"EVER","Ravi Kant Negi","2018 Spr","May 21","7:45","India","M",35,TRUE,FALSE,"Nepal",2018
"EVER","Reinhold Walter Pucher","2018 Spr","May 21","6:30","Austria","M",57,TRUE,FALSE,"China",2018
"EVER","Renato Zangaro Amaro","2018 Spr","May 20","7:43","Brazil","M",60,TRUE,FALSE,"Nepal",2018
"EVER","Ricci Gene Guichinard","2018 Spr","May 23","5:55","UK","M",53,TRUE,FALSE,"Nepal",2018
"EVER","Richard (Ricky) Munday","2018 Spr","May 18","6:15","UK","M",41,TRUE,FALSE,"China",2018
"EVER","Richard John Beek","2018 Spr","May 22","4:55","S Africa","M",46,TRUE,FALSE,"Nepal",2018
"EVER","Richung Sherpa","2018 Spr","May 18","7:00","Nepal","M",24,TRUE,FALSE,"China",2018
"EVER","Rinjen Sherpa (Balakharka, Makalu-Barun)","2018 Spr","May 18","7:00","Nepal","M",45,TRUE,FALSE,"China",2018
"EVER","Rinji (Rinzin) Sherpa (Gorakhani-5, Solukhumbu)","2018 Spr","May 19","4:00","Nepal","M",42,TRUE,FALSE,"Nepal",2018
"EVER","Rinji Palden Sherpa (Pare, Khumbu)","2018 Spr","May 19","6:58","Nepal","M",19,TRUE,FALSE,"Nepal",2018
"EVER","Rita Geljen Sherpa (Pare, Khumbu)","2018 Spr","May 15","9:45","Nepal","M",41,TRUE,FALSE,"China",2018
"EVER","Riten Jangbu (Tashi) Sherpa (Ghorthali-2, Sindhupalchok)","2018 Spr","May 21","12:35","Nepal","M",35,TRUE,FALSE,"Nepal",2018
"EVER","Robert James Maxwell","2018 Spr","May 20","3:30","New Zealand","M",51,TRUE,FALSE,"China",2018
"EVER","Robert Kelso Smith","2018 Spr","May 19","6:58","Ireland","M",47,TRUE,FALSE,"Nepal",2018
"EVER","Robert Kelso Smith","2018 Spr","May 19","6:58","UK","M",47,TRUE,FALSE,"Nepal",2018
"EVER","Robin Michelle Moore","2018 Spr","May 19","5:55","United States of America","F",40,TRUE,FALSE,"Nepal",2018
"EVER","Rohtash Khilari","2018 Spr","May 16","8:21","India","M",22,TRUE,FALSE,"Nepal",2018
"EVER","Rojita Buddhacharya","2018 Spr","May 23","6:00","Nepal","F",27,TRUE,FALSE,"Nepal",2018
"EVER","Roman Andrade Romancini","2018 Spr","May 16","11:30","Brazil","M",43,TRUE,FALSE,"Nepal",2018
"EVER","Roman Horodechnyy","2018 Spr","May 14","9:00","Ukraine","M",37,TRUE,FALSE,"Nepal",2018
"EVER","Rosha Basnet","2018 Spr","May 23","7:45","Nepal","F",30,TRUE,FALSE,"Nepal",2018
"EVER","Rupert Arnold Hauer","2018 Spr","May 16","6:35","Austria","M",49,TRUE,FALSE,"China",2018
"EVER","Rupert Arnold Hauer","2018 Spr","May 21","6:30","Austria","M",49,TRUE,FALSE,"China",2018
"EVER","Rupert Guy Jones-Warner","2018 Spr","May 17","8:40","UK","M",27,TRUE,FALSE,"Nepal",2018
"EVER","Ryan Powers Waters","2018 Spr","May 21","13:45","United States of America","M",44,TRUE,FALSE,"Nepal",2018
"EVER","Ryuseki Hiraoka","2018 Spr","May 16","2:45","Japan","M",49,TRUE,FALSE,"China",2018
"EVER","Samantha Gail McMahon","2018 Spr","May 16","10:00","Australia","F",31,TRUE,FALSE,"Nepal",2018
"EVER","Samden (Sonam) Bhote (Hungung, Hatiya-1, Makalu-Barun)","2018 Spr","May 20","","Nepal","M",38,TRUE,FALSE,"Nepal",2018
"EVER","Samden Sherpa (Bakachol-9, Khotang)","2018 Spr","May 19","","Nepal","M",30,TRUE,FALSE,"Nepal",2018
"EVER","Samir Nicholas Patham","2018 Spr","May 18","6:17","India","M",35,TRUE,FALSE,"Nepal",2018
"EVER","Samuel Langmead","2018 Spr","May 18","6:15","UK","M",34,TRUE,FALSE,"China",2018
"EVER","Sandeep Mansukhani","2018 Spr","May 21","7:57","India","M",42,TRUE,FALSE,"Nepal",2018
"EVER","Sandeep Toliya","2018 Spr","May 21","7:57","India","M",43,TRUE,FALSE,"Nepal",2018
"EVER","Sangbu Bhote","2018 Spr","May 17","7:30","Nepal","M",20,TRUE,FALSE,"Nepal",2018
"EVER","Sangbu Lama (Hatiya-2, Makalu-Barun)","2018 Spr","May 17","7:30","Nepal","M",39,TRUE,FALSE,"Nepal",2018
"EVER","Sangbu Lama Bhote (Hatiya-1, Makalu-Barun)","2018 Spr","May 14","8:50","Nepal","M",29,TRUE,FALSE,"Nepal",2018
"EVER","Sange Dorje Sherpa (Khumjung, Khumbu)","2018 Spr","May 17","","Nepal","M",40,TRUE,FALSE,"China",2018
"EVER","Sange Sherpa (Diding-5, Makalu-Barun)","2018 Spr","May 23","5:20","Nepal","M",47,TRUE,FALSE,"Nepal",2018
"EVER","Sange Sherpa (Sotang-6, Solukhumbu)","2018 Spr","May 19","","Nepal","M",44,TRUE,FALSE,"China",2018
"EVER","Sangeeta Sindhi Bahl","2018 Spr","May 19","7:10","India","F",53,TRUE,FALSE,"Nepal",2018
"EVER","Sanjay Kumar","2018 Spr","May 19","7:45","India","M",38,TRUE,FALSE,"Nepal",2018
"EVER","Sanjay Kumar Upreti","2018 Spr","May 21","8:30","India","M",38,TRUE,FALSE,"Nepal",2018
"EVER","Saori Matsushita","2018 Spr","May 20","11:00","Japan","F",35,TRUE,FALSE,"Nepal",2018
"EVER","Sarfraz Singh Kular","2018 Spr","May 20","6:20","India","M",40,TRUE,FALSE,"Nepal",2018
"EVER","Sauraj Jhingan","2018 Spr","May 18","6:17","India","M",33,TRUE,FALSE,"Nepal",2018
"EVER","Serge Massad","2018 Spr","May 18","9:00","Canada","M",47,TRUE,FALSE,"Nepal",2018
"EVER","Seth Edward Timpano","2018 Spr","May 18","6:45","United States of America","M",35,TRUE,FALSE,"Nepal",2018
"EVER","Sher Bahadur Thapa Magar","2018 Spr","May 18","6:35","Nepal","M",25,TRUE,FALSE,"Nepal",2018
"EVER","Shera Gyalzen Sherpa (Khumjung, Khumbu)","2018 Spr","May 20","","Nepal","M",30,TRUE,FALSE,"Nepal",2018
"EVER","Shivangi Pathak","2018 Spr","May 16","8:21","India","F",16,TRUE,FALSE,"Nepal",2018
"EVER","Siddhi Bahadur Tamang (Simigaon, Dolakha)","2018 Spr","May 13","15:30","Nepal","M",36,TRUE,FALSE,"Nepal",2018
"EVER","Siddhi Bahadur Tamang (Simigaon, Dolakha)","2018 Spr","May 18","5:00","Nepal","M",36,TRUE,FALSE,"Nepal",2018
"EVER","Sidney McCord Pattison","2018 Spr","May 18","6:35","United States of America","M",36,TRUE,FALSE,"Nepal",2018
"EVER","Simon John Barnett","2018 Spr","May 21","6:26","UK","M",43,TRUE,FALSE,"Nepal",2018
"EVER","Simon Thomasson","2018 Spr","May 16","","UK","M",49,TRUE,FALSE,"Nepal",2018
"EVER","Slavi Bogdanov Nestorov","2018 Spr","May 19","","Bulgaria","M",35,TRUE,FALSE,"Nepal",2018
"EVER","Sona Chhiri Sherpa (Makalu-9, Makalu-Barun)","2018 Spr","May 20","","Nepal","M",28,TRUE,FALSE,"Nepal",2018
"EVER","Sona Sherpa (Makalu-2, Makalu-Barun)","2018 Spr","May 21","6:30","Nepal","M",44,TRUE,FALSE,"China",2018
"EVER","Sonam Chhiring Sherpa (Waku-4, Solukhumbu)","2018 Spr","May 18","7:30","Nepal","M",26,TRUE,FALSE,"Nepal",2018
"EVER","Sonam Dorje Sherpa (Phortse, Khumbu)","2018 Spr","May 21","5:29","Nepal","M",30,TRUE,FALSE,"Nepal",2018
"EVER","Sonam Finju Sherpa (Kharikhola, Solukhumbu)","2018 Spr","May 20","","Nepal","M",32,FALSE,FALSE,"Nepal",2018
"EVER","Sonam Sherpa (Taksindu-3, Solukhumbu)","2018 Spr","May 17","7:48","Nepal","M",20,TRUE,FALSE,"Nepal",2018
"EVER","Sonam Tashi Sherpa (Phortse, Khumbu)","2018 Spr","May 21","6:28","Nepal","M",27,TRUE,FALSE,"Nepal",2018
"EVER","Sonam Tashi Sherpa (Thami, Khumbu)","2018 Spr","May 16","","Nepal","M",29,TRUE,FALSE,"China",2018
"EVER","Sonam Tshering Sherpa (Kharikhola, Solukhumbu)","2018 Spr","May 21","7:57","Nepal","M",30,TRUE,FALSE,"Nepal",2018
"EVER","Stefan Ivanov Stefanov","2018 Spr","May 20","6:30","Bulgaria","M",49,TRUE,FALSE,"China",2018
"EVER","Stephane Eric Marc","2018 Spr","May 19","5:00","France","M",51,TRUE,FALSE,"China",2018
"EVER","Steven Douglas Graham","2018 Spr","May 16","12:00","UK","M",45,TRUE,FALSE,"Nepal",2018
"EVER","Steven William Plain","2018 Spr","May 14","7:30","Australia","M",36,TRUE,FALSE,"Nepal",2018
"EVER","Suneel Kumar","2018 Spr","May 21","7:45","India","M",35,TRUE,FALSE,"Nepal",2018
"EVER","Suresh Chhetri","2018 Spr","May 21","7:45","India","M",32,TRUE,FALSE,"Nepal",2018
"EVER","Suryakant Uniyal","2018 Spr","May 20","8:00","India","M",37,TRUE,FALSE,"Nepal",2018
"EVER","Susanne Michaela Mueller-Zantop","2018 Spr","May 17","8:30","Germany","F",61,TRUE,FALSE,"Nepal",2018
"EVER","Susumu Motoike","2018 Spr","May 17","5:50","Japan","M",58,TRUE,FALSE,"China",2018
"EVER","Swarnalata Dalai","2018 Spr","May 21","8:10","India","F",23,TRUE,FALSE,"Nepal",2018
"EVER","Sylwester Twardowski","2018 Spr","May 20","5:54","Poland","M",36,TRUE,FALSE,"China",2018
"EVER","Szczepan Janusz Brzeski","2018 Spr","May 17","9:00","Poland","M",38,TRUE,FALSE,"Nepal",2018
"EVER","Takahiro Ito","2018 Spr","May 17","6:10","Japan","M",26,TRUE,FALSE,"China",2018
"EVER","Takeshi Nakayama","2018 Spr","May 18","","Japan","M",33,TRUE,FALSE,"Nepal",2018
"EVER","Tamtin (Thomting, Tamding) Sherpa (Beding, Dolakha)","2018 Spr","May 14","7:00","Nepal","M",43,TRUE,FALSE,"Nepal",2018
"EVER","Tamut Taka","2018 Spr","May 24","9:00","India","M",26,TRUE,FALSE,"Nepal",2018
"EVER","Tanya Katrine Rollier","2018 Spr","May 18","7:45","Switzerland","F",54,TRUE,FALSE,"Nepal",2018
"EVER","Taras Pozdnii","2018 Spr","May 14","9:00","Ukraine","M",28,TRUE,FALSE,"Nepal",2018
"EVER","Tashi Chhiring (Tashi Tshering) Sherpa (Khumjung, Khumbu)","2018 Spr","May 15","11:00","Nepal","M",28,TRUE,FALSE,"China",2018
"EVER","Tashi Sherpa (Makalu-9, Makalu-Barun)","2018 Spr","May 19","7:45","Nepal","M",29,TRUE,FALSE,"Nepal",2018
"EVER","Temba Bhote (Pawakhola-7, Makalu-Barun)","2018 Spr","May 18","7:30","Nepal","M",36,TRUE,FALSE,"Nepal",2018
"EVER","Temba Sherpa (Bala-3, Makalu-Barun)","2018 Spr","May 21","6:26","Nepal","M",33,TRUE,FALSE,"Nepal",2018
"EVER","Tendi Sherpa (Bhimeshwar, Lakuri Danda-8, Dolakha)","2018 Spr","May 18","","Nepal","M",22,TRUE,FALSE,"Nepal",2018
"EVER","Tenduk Bhote","2018 Spr","May 18","7:30","Nepal","M",0,TRUE,FALSE,"Nepal",2018
"EVER","Tenjeeng Sherpa (Waku-4, Solukhumbu)","2018 Spr","May 21","","Nepal","M",29,TRUE,FALSE,"Nepal",2018
"EVER","Tenji Chumpe (Badure) Sherpa (Makalu-4, Makalu-Barun)","2018 Spr","May 16","","Nepal","M",40,TRUE,FALSE,"Nepal",2018
"EVER","Tenji/Tenzing Sherpa (Patle-6, Okhaldhunga)","2018 Spr","May 23","5:40","Nepal","M",35,TRUE,FALSE,"Nepal",2018
"EVER","Tenjin Bhote (Hatiya-2, Makalu-Barun)","2018 Spr","May 21","4:30","Nepal","M",0,TRUE,FALSE,"Nepal",2018
"EVER","Tenjing Gyalzen Sherpa (Phortse, Khumbu)","2018 Spr","May 13","15:30","Nepal","M",21,TRUE,FALSE,"Nepal",2018
"EVER","Tenjing Sherpa (Lelep-7, Taplejung)","2018 Spr","May 21","5:50","Nepal","M",23,TRUE,FALSE,"Nepal",2018
"EVER","Tenzing (Tenji) Sherpa (Sanam, Gudel-4, Solukhumbu)","2018 Spr","May 24","10:15","Nepal","M",26,TRUE,FALSE,"Nepal",2018
"EVER","Tenzing Chhotar Sherpa (Namche-4, Khumbu)","2018 Spr","May 16","","Nepal","M",28,TRUE,FALSE,"China",2018
"EVER","Thilen Bhote (Hatiya-1, Makalu-Barun)","2018 Spr","May 20","7:00","Nepal","M",24,TRUE,FALSE,"Nepal",2018
"EVER","Thomas Franklin Wilkinson","2018 Spr","May 18","7:30","United States of America","M",40,TRUE,FALSE,"Nepal",2018
"EVER","Thukten Dorje Sherpa (Thami, Khumbu)","2018 Spr","May 22","7:25","Nepal","M",49,TRUE,FALSE,"Nepal",2018
"EVER","Thunang Lhomi Bhote (Hungung, Hatiya-1, Makalu-Barun)","2018 Spr","May 22","6:28","Nepal","M",31,TRUE,FALSE,"Nepal",2018
"EVER","Thundu Sherpa (Beding, Dolakha)","2018 Spr","May 16","","Nepal","M",40,TRUE,FALSE,"Nepal",2018
"EVER","Tie-Nan Wang","2018 Spr","May 16","8:00","China","M",61,TRUE,FALSE,"Nepal",2018
"EVER","Todd R. Passey","2018 Spr","May 18","6:45","United States of America","M",47,TRUE,FALSE,"Nepal",2018
"EVER","Tomasz Krypel","2018 Spr","May 16","7:20","Poland","M",39,TRUE,FALSE,"China",2018
"EVER","Tongchen Nimsonga","2018 Spr","May 19","8:00","India","M",24,TRUE,FALSE,"Nepal",2018
"EVER","Toshiyuki Maeyama","2018 Spr","May 17","6:10","Japan","M",59,TRUE,FALSE,"China",2018
"EVER","Tshering Chhosang Sherpa (Khumjung, Khumbu)","2018 Spr","May 20","","Nepal","M",28,TRUE,FALSE,"Nepal",2018
"EVER","Tshering Samduk Sherpa (Namche, Khumbu)","2018 Spr","May 21","5:29","Nepal","M",21,TRUE,FALSE,"Nepal",2018
"EVER","Tshering Tashi Sherpa (Khumjung, Khumbu)","2018 Spr","May 21","7:57","Nepal","M",32,TRUE,FALSE,"Nepal",2018
"EVER","Tshering Wangchu (Tshering Ongchuk) Sherpa (Thamo, Khumbu)","2018 Spr","May 14","11:30","Nepal","M",35,TRUE,FALSE,"China",2018
"EVER","Tym Douglas Blanchard","2018 Spr","May 18","6:35","United States of America","M",30,TRUE,FALSE,"Nepal",2018
"EVER","Umakant Suresh Madavi","2018 Spr","May 16","3:25","India","M",19,TRUE,FALSE,"China",2018
"EVER","Urken Lendu (Urgen Tenzing) Sherpa (Phortse, Khumbu)","2018 Spr","May 20","5:26","Nepal","M",25,TRUE,FALSE,"China",2018
"EVER","Valentyn Sypavin","2018 Spr","May 15","9:45","Ukraine","M",34,TRUE,FALSE,"China",2018
"EVER","Vasily Shakhnovskiy","2018 Spr","May 18","7:00","Russia","M",60,TRUE,FALSE,"China",2018
"EVER","Venkata Surya Prakash Korikala","2018 Spr","May 16","4:30","India","M",24,TRUE,FALSE,"China",2018
"EVER","Venkatesh Maheshwari Indla","2018 Spr","May 17","7:00","India","M",17,TRUE,FALSE,"China",2018
"EVER","Viacheslav Kochubeev","2018 Spr","May 18","7:00","Russia","M",42,TRUE,FALSE,"China",2018
"EVER","Vijendra Kuriyal","2018 Spr","May 20","8:00","India","M",36,TRUE,FALSE,"Nepal",2018
"EVER","Vikas Mahadeo Soyam","2018 Spr","May 17","4:50","India","M",21,TRUE,FALSE,"China",2018
"EVER","Vikas Shambhu Prasad Dimri","2018 Spr","May 18","","India","M",43,TRUE,FALSE,"Nepal",2018
"EVER","Vikash Singh Rawat","2018 Spr","May 20","7:00","India","M",30,TRUE,FALSE,"Nepal",2018
"EVER","Vikram Chandra Naik","2018 Spr","May 17","6:25","India","M",24,TRUE,FALSE,"China",2018
"EVER","Virendra Prasad","2018 Spr","May 21","8:30","India","M",32,TRUE,FALSE,"Nepal",2018
"EVER","Vladimir Belkovich","2018 Spr","May 17","5:30","Russia","M",44,TRUE,FALSE,"China",2018
"EVER","Vladimir Kotlyar","2018 Spr","May 18","7:00","Russia","M",29,TRUE,FALSE,"China",2018
"EVER","Vyachelslav (Slav) Tokarev","2018 Spr","May 22","7:25","United States of America","M",32,TRUE,FALSE,"Nepal",2018
"EVER","Wai-Kin Wong","2018 Spr","May 17","8:00","China","M",46,TRUE,FALSE,"Nepal",2018
"EVER","Wan-Rong Zhao","2018 Spr","May 15","6:07","China","M",0,TRUE,FALSE,"China",2018
"EVER","Wangdi Sherpa (Rolwaling, Dolakha)","2018 Spr","May 20","4:15","Nepal","M",0,TRUE,FALSE,"China",2018
"EVER","Wei Li","2018 Spr","May 15","6:47","China","M",0,TRUE,FALSE,"China",2018
"EVER","Wei Li","2018 Spr","May 16","8:00","China","M",51,TRUE,FALSE,"Nepal",2018
"EVER","Wei Wei","2018 Spr","May 15","5:35","China","F",0,TRUE,FALSE,"China",2018
"EVER","Wen-Rong Gao","2018 Spr","May 16","8:00","China","M",53,TRUE,FALSE,"Nepal",2018
"EVER","William Dougherty Sayer III","2018 Spr","May 18","8:30","Australia","M",24,TRUE,FALSE,"Nepal",2018
"EVER","Wu Yan","2018 Spr","May 14","7:45","China","F",42,TRUE,FALSE,"Nepal",2018
"EVER","Wui Kin Chin","2018 Spr","May 16","10:00","Malaysia","M",47,TRUE,FALSE,"Nepal",2018
"EVER","Xian Guan","2018 Spr","May 16","8:40","China","F",27,TRUE,FALSE,"Nepal",2018
"EVER","Xiang-Rong Xiong","2018 Spr","May 16","9:00","China","M",46,TRUE,FALSE,"Nepal",2018
"EVER","Xiang Fang","2018 Spr","May 15","5:50","China","M",0,TRUE,FALSE,"China",2018
"EVER","Xiao-Bin Qiu","2018 Spr","May 15","8:08","China","M",48,TRUE,FALSE,"China",2018
"EVER","Xiao-Dong Li","2018 Spr","May 19","","China","M",53,TRUE,FALSE,"Nepal",2018
"EVER","Xiao-Jun Wu","2018 Spr","May 16","10:00","United States of America","M",43,TRUE,FALSE,"Nepal",2018
"EVER","Xin-Sheng Zi","2018 Spr","May 20","7:00","China","M",43,TRUE,FALSE,"Nepal",2018
"EVER","Xin-Yu Wu","2018 Spr","May 16","","China","M",45,TRUE,FALSE,"Nepal",2018
"EVER","Xing-Feng Lian","2018 Spr","May 16","10:00","China","M",42,TRUE,FALSE,"Nepal",2018
"EVER","Xing-Jiang Ma","2018 Spr","May 16","","China","M",41,TRUE,FALSE,"Nepal",2018
"EVER","Xu-Yang Wang","2018 Spr","May 16","5:10","China","M",48,TRUE,FALSE,"China",2018
"EVER","Xu Wen","2018 Spr","May 16","8:00","China","M",30,TRUE,FALSE,"Nepal",2018
"EVER","Xu Zhang","2018 Spr","May 16","5:10","China","M",36,TRUE,FALSE,"China",2018
"EVER","Ya-Jun Hu","2018 Spr","May 19","","China","M",56,TRUE,FALSE,"Nepal",2018
"EVER","Yan Ma","2018 Spr","May 19","","China","M",44,TRUE,FALSE,"Nepal",2018
"EVER","Yan Zheng","2018 Spr","May 16","9:00","China","M",29,TRUE,FALSE,"Nepal",2018
"EVER","Yangdi Sherpa","2018 Spr","May 16","11:30","Nepal","F",25,TRUE,FALSE,"Nepal",2018
"EVER","Yi-Fei Bao","2018 Spr","May 19","","China","M",38,TRUE,FALSE,"Nepal",2018
"EVER","Yi-Quan Sun","2018 Spr","May 20","3:50","China","M",31,TRUE,FALSE,"Nepal",2018
"EVER","Yin-Long Wang","2018 Spr","May 16","9:00","China","M",31,TRUE,FALSE,"Nepal",2018
"EVER","Ying Ma","2018 Spr","May 16","8:00","China","F",40,TRUE,FALSE,"Nepal",2018
"EVER","Yogesh Singh","2018 Spr","May 20","8:00","India","M",28,TRUE,FALSE,"Nepal",2018
"EVER","Yun Pan","2018 Spr","May 18","8:00","United States of America","M",33,TRUE,FALSE,"Nepal",2018
"EVER","Yury Gurgov","2018 Spr","May 19","","Russia","M",42,TRUE,FALSE,"China",2018
"EVER","Zachary Arthur (Zak) Mahlum","2018 Spr","May 18","8:00","United States of America","M",31,TRUE,FALSE,"Nepal",2018
"EVER","Zemfira Iunusova","2018 Spr","May 19","","Russia","F",43,TRUE,FALSE,"China",2018
"EVER","Zhen-Bang Luo","2018 Spr","May 19","","China","M",51,TRUE,FALSE,"Nepal",2018
"EVER","Zhen-Xiong Gu","2018 Spr","May 17","10:12","China","M",26,TRUE,FALSE,"Nepal",2018
"EVER","Zhi-Bo Yu","2018 Spr","May 19","","China","M",35,TRUE,FALSE,"Nepal",2018
"EVER","Abdul Nassar Peringodan Ayyappanthody","2019 Spr","May 16","9:30","India","M",42,TRUE,FALSE,"Nepal",2019
"EVER","Adam Michael Clark","2019 Spr","May 22","6:26","United States of America","M",37,TRUE,FALSE,"Nepal",2019
"EVER","Aditi Anand Vaidya","2019 Spr","May 22","5:30","India","F",25,TRUE,FALSE,"Nepal",2019
"EVER","Aditya Gupta","2019 Spr","May 22","","India","M",50,TRUE,FALSE,"Nepal",2019
"EVER","Adrian Laza","2019 Spr","May 16","4:45","Romania","M",55,TRUE,FALSE,"Nepal",2019
"EVER","Alexander (Alex) Abramov","2019 Spr","May 23","","Russia","M",55,TRUE,FALSE,"China",2019
"EVER","Alexander Pancoe","2019 Spr","May 23","7:00","United States of America","M",32,TRUE,FALSE,"Nepal",2019
"EVER","Aliki Anastasopoulou","2019 Spr","May 21","5:24","Greece","F",42,TRUE,FALSE,"Nepal",2019
"EVER","Ameesha Chauhan","2019 Spr","May 23","8:20","India","F",30,TRUE,FALSE,"Nepal",2019
"EVER","Amit Kumar Chauhan","2019 Spr","May 23","4:30","India","M",31,TRUE,FALSE,"Nepal",2019
"EVER","Anandan Bala","2019 Spr","May 23","11:15","Singapore","M",50,TRUE,FALSE,"Nepal",2019
"EVER","Andreas Neuschmid","2019 Spr","May 23","9:30","Austria","M",58,TRUE,FALSE,"China",2019
"EVER","Andrei Polyakov","2019 Spr","May 23","","Russia","M",0,TRUE,FALSE,"China",2019
"EVER","Andries Etienne","2019 Spr","May 23","10:15","Belgium","M",36,TRUE,FALSE,"Nepal",2019
"EVER","Ang Chhongbi Sherpa (Jubing-5, Solukhumbu)","2019 Spr","May 22","4:00","Nepal","M",25,TRUE,FALSE,"Nepal",2019
"EVER","Ang Dawa Sherpa","2019 Spr","May 23","","Nepal","M",45,TRUE,FALSE,"China",2019
"EVER","Ang Dawa Sherpa (Kharikhola, Solukhumbu)","2019 Spr","May 16","10:30","Nepal","M",34,TRUE,FALSE,"Nepal",2019
"EVER","Ang Dawa Sherpa (Patle-3, Okhaldunga)","2019 Spr","May 23","","Nepal","M",39,TRUE,FALSE,"China",2019
"EVER","Ang Dawa Sherpa (Sedua, Makalu-Barun)","2019 Spr","May 23","12:00","Nepal","M",41,TRUE,FALSE,"China",2019
"EVER","Ang Dorje (Ang Dorchi) Sherpa (Tashigaon, Makalu-Barun)","2019 Spr","May 24","","Nepal","M",33,TRUE,FALSE,"China",2019
"EVER","Ang Furba Sherpa (Kharikhola, Solukhumbu)","2019 Spr","May 22","3:30","Nepal","M",30,TRUE,FALSE,"Nepal",2019
"EVER","Ang Gelu Sherpa (Lokhim-9, Solukhumbu)","2019 Spr","May 23","11:30","Nepal","M",32,TRUE,FALSE,"Nepal",2019
"EVER","Ang Gelu Sherpa (Phedi-9, Khotang)","2019 Spr","May 23","9:37","Nepal","M",33,TRUE,FALSE,"Nepal",2019
"EVER","Ang Kaji Sherpa (Kagani-5, Solukhumbu)","2019 Spr","May 24","5:35","Nepal","M",31,TRUE,FALSE,"China",2019
"EVER","Ang Karma Sherpa (Phortse, Khumbu)","2019 Spr","May 22","7:27","Nepal","M",44,TRUE,FALSE,"Nepal",2019
"EVER","Ang Norbu Sherpa (Thamiteng, Khumbu)","2019 Spr","May 23","11:15","Nepal","M",37,TRUE,FALSE,"Nepal",2019
"EVER","Ang Pasang Sherpa (Patle-4, Okhaldhunga)","2019 Spr","May 23","10:15","Nepal","M",34,TRUE,FALSE,"Nepal",2019
"EVER","Ang Pasang Sherpa (Thami, Khumbu)","2019 Spr","May 23","11:15","Nepal","M",51,TRUE,FALSE,"Nepal",2019
"EVER","Ang Pemba Sherpa (Khunde, Khumbu)","2019 Spr","May 21","7:35","Nepal","M",59,TRUE,FALSE,"Nepal",2019
"EVER","Ang Pemba Sherpa (Yilajung, Khumbu)","2019 Spr","May 22","","Nepal","M",34,TRUE,FALSE,"Nepal",2019
"EVER","Ang Phurba Sherpa (Khembalung, Yaphu-9, Makalu-Barun)","2019 Spr","May 14","13:45","Nepal","M",33,TRUE,FALSE,"Nepal",2019
"EVER","Ang Phurba Sherpa (Khembalung, Yaphu-9, Makalu-Barun)","2019 Spr","May 23","6:30","Nepal","M",33,TRUE,FALSE,"Nepal",2019
"EVER","Ang Tshering Lama (Talakhu-7, Nuwakot)","2019 Spr","May 23","5:25","Nepal","M",47,TRUE,FALSE,"Nepal",2019
"EVER","Ang Tshering Sherpa (Pangboche, Khumbu)","2019 Spr","May 22","3:30","Nepal","M",56,TRUE,FALSE,"Nepal",2019
"EVER","Angdu Sherpa (Gaurishankar-3, Dolakha)","2019 Spr","May 16","6:00","Nepal","M",39,TRUE,FALSE,"Nepal",2019
"EVER","Anil Pandurang Kunde","2019 Spr","May 23","","India","M",18,TRUE,FALSE,"China",2019
"EVER","Anita Devi","2019 Spr","May 21","5:58","India","F",35,TRUE,FALSE,"Nepal",2019
"EVER","Anoop Singh","2019 Spr","May 22","5:20","India","M",28,TRUE,FALSE,"Nepal",2019
"EVER","Anthony James Caine","2019 Spr","May 23","6:30","United States of America","M",62,TRUE,FALSE,"Nepal",2019
"EVER","Anthony Kent McClaren","2019 Spr","May 16","8:15","United States of America","M",41,TRUE,FALSE,"Nepal",2019
"EVER","Antubai Anandrao Kotnake","2019 Spr","May 23","","India","F",20,TRUE,FALSE,"China",2019
"EVER","Anuja Anand Vaidya","2019 Spr","May 22","5:30","India","F",21,TRUE,FALSE,"Nepal",2019
"EVER","Anup Rai","2019 Spr","May 23","9:40","Nepal","M",31,TRUE,FALSE,"Nepal",2019
"EVER","Arianit Nikci","2019 Spr","May 27","6:00","Kosovo","M",46,TRUE,FALSE,"Nepal",2019
"EVER","Arno Ter-Saakovs","2019 Spr","May 23","","Latvia","M",0,TRUE,FALSE,"China",2019
"EVER","Artem Rostovtsev","2019 Spr","May 24","","Russia","M",41,TRUE,FALSE,"China",2019
"EVER","Arthur George Prestidge","2019 Spr","May 23","9:00","UK","M",53,TRUE,FALSE,"China",2019
"EVER","Ash Man Tamang (Gorakhani-8, Solukhumbu)","2019 Spr","May 22","3:30","Nepal","M",52,TRUE,FALSE,"Nepal",2019
"EVER","Asish Gurung (Hatiya-7, Makalu-Barun)","2019 Spr","May 22","6:30","Nepal","M",27,TRUE,FALSE,"Nepal",2019
