"Peak","Name","Season","Date","Time","Citizenship","Sex","Age","Oxy","Dth","Host","Year"
"EVER","Kirstin Louise (Kirsti) Samson","2007 Spr","Jun 05","7:30","UK","F",35,TRUE,FALSE,"China",2007
"EVER","Klara Polackova","2007 Spr","May 16","7:00","Czech Republic","F",28,TRUE,FALSE,"China",2007
"EVER","Koichi Oyama","2007 Spr","May 15","5:38","Japan","M",58,TRUE,FALSE,"China",2007
"EVER","Krishna Bahadur (Jeta) Tamang (Kanku-5, Solukhumbu)","2007 Spr","May 15","8:00","Nepal","M",38,TRUE,FALSE,"China",2007
"EVER","Kyeong-Hyo Park","2007 Spr","May 20","9:00","S Korea","M",26,TRUE,FALSE,"China",2007
"EVER","Lakcha Sange Sherpa (Nurbugaon, Makalu-Barun)","2007 Spr","May 20","8:00","Nepal","M",42,TRUE,FALSE,"China",2007
"EVER","Lakpa Nuru Sherpa (Khumjung/Phortse, Khumbu)","2007 Spr","Apr 30","","Nepal","M",44,TRUE,FALSE,"China",2007
"EVER","Lama Dawa Sherpa (Sibuje, Waku-4, Solukhumbu)","2007 Spr","May 21","8:05","Nepal","M",32,TRUE,FALSE,"Nepal",2007
"EVER","Leo Houlding","2007 Spr","Jun 14","10:45","UK","M",26,TRUE,FALSE,"China",2007
"EVER","Lhakpa (Laba, La Ba)","2007 Spr","May 09","6:00","China","M",41,TRUE,FALSE,"China",2007
"EVER","Lhakpa Bhote (Hatiya-3, Makalu-Barun)","2007 Spr","May 21","","Nepal","M",36,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Chhiri (Sonam) Sherpa (Pangboche, Khumbu)","2007 Spr","May 20","10:10","Nepal","M",32,TRUE,FALSE,"China",2007
"EVER","Lhakpa Dorje Sherpa (Sanam, Gudel-4, Solukhumbu)","2007 Spr","May 20","5:00","Nepal","M",45,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Gelje Sherpa (Tapting, Solukhumbu)","2007 Spr","May 16","9:15","Nepal","M",35,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Gelu (Lhakpa Gelbu) Sherpa (Thumduk, Beni, Solukhumbu)","2007 Spr","May 22","8:30","Nepal","M",30,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Gelu Sherpa (Kharikhola, Solukhumbu)","2007 Spr","May 16","8:44","Nepal","M",39,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Gyalzen Sherpa (Paiya, Jubing-7, Solukhumbu)","2007 Spr","May 16","6:20","Nepal","M",32,TRUE,FALSE,"China",2007
"EVER","Lhakpa Nuru Sherpa (Namche Bazar, Khumbu)","2007 Spr","May 16","7:45","Nepal","M",28,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Nuru Sherpa (Phortse, Khumbu)","2007 Spr","Apr 30","","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Lhakpa Nuru Sherpa (Phortse, Khumbu)","2007 Spr","May 21","","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Lhakpa Nuru Sherpa (Phortse, Khumbu)","2007 Spr","Jun 14","","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Lhakpa Nuru Sherpa (Phurte, Khumbu)","2007 Spr","May 21","6:50","Nepal","M",32,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Nuru Sherpa (Phurte, Khumbu)","2007 Spr","May 23","6:35","Nepal","M",35,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Nuru Sherpa (Thami, Khumbu)","2007 Spr","May 23","6:00","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Lhakpa Rangdu Sherpa (Talakharka, Sotang-6, Solukhumbu)","2007 Spr","May 23","6:20","Nepal","M",39,TRUE,FALSE,"China",2007
"EVER","Lhakpa Rita Sherpa (Thami, Khumbu)","2007 Spr","May 22","8:08","Nepal","M",40,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Sherpa (Zarok, Namche, Khumbu)","2007 Spr","May 23","","Nepal","M",28,TRUE,FALSE,"China",2007
"EVER","Lhakpa Tharke Sherpa (Phortse, Khumbu)","2007 Spr","May 20","9:40","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Lhakpa Thundu/Thudu (Tindu) Sherpa (Pangboche, Khumbu)","2007 Spr","May 17","","Nepal","M",36,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Thundu/Thudu (Tindu) Sherpa (Pangboche, Khumbu)","2007 Spr","May 24","8:30","Nepal","M",36,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Tshering Sherpa (Chaurikharka, Khumbu)","2007 Spr","May 17","6:15","Nepal","M",34,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Tshering Sherpa (Pangboche, Khumbu)","2007 Spr","May 16","6:23","Nepal","M",30,TRUE,FALSE,"China",2007
"EVER","Lhakpa Tshering/Tshiri Sherpa (Khumjung, Khumbu)","2007 Spr","May 16","","Nepal","M",31,TRUE,FALSE,"China",2007
"EVER","Lhakpa Wangchu Sherpa (Pangboche, Khumbu)","2007 Spr","May 17","9:49","Nepal","M",20,TRUE,FALSE,"Nepal",2007
"EVER","Lhakpa Wangchu Sherpa (Pangboche, Khumbu)","2007 Spr","May 24","8:30","Nepal","M",20,TRUE,FALSE,"Nepal",2007
"EVER","Li Yong","2007 Spr","May 21","","China","M",32,TRUE,FALSE,"China",2007
"EVER","Lila Bahadur Basnet","2007 Spr","May 24","5:52","Nepal","M",24,TRUE,FALSE,"Nepal",2007
"EVER","Liudmila Korobeshko","2007 Spr","May 20","8:00","Russia","F",32,TRUE,FALSE,"China",2007
"EVER","Lobsang (Lorchun, Lobchong)","2007 Spr","May 21","","China","M",22,TRUE,FALSE,"China",2007
"EVER","Lobsang Sherpa (Kharikhola, Solukhumbu)","2007 Spr","May 15","10:30","Nepal","M",21,TRUE,FALSE,"China",2007
"EVER","Ludovic Paul Nicolas Challeat","2007 Spr","May 16","7:30","France","M",37,TRUE,FALSE,"China",2007
"EVER","Luis Felipe (Lucho) Ossa Rodriguez","2007 Spr","May 23","6:30","Colombia","M",40,FALSE,FALSE,"China",2007
"EVER","Luis Guillermo Benitez","2007 Spr","May 21","7:23","United States of America","M",34,TRUE,FALSE,"Nepal",2007
"EVER","Maila Tamang (Narayanthan-6, Kavre)","2007 Spr","May 16","7:45","Nepal","M",39,TRUE,FALSE,"Nepal",2007
"EVER","Man Bahadur (Gopal) Tamang (Jaidu, Salleri, Solukhumbu)","2007 Spr","May 18","8:30","Nepal","M",47,TRUE,FALSE,"China",2007
"EVER","Manuel A. (Manny) Pizarro","2007 Spr","May 16","9:15","Canada","M",35,TRUE,FALSE,"China",2007
"EVER","Marian Leopold Hudek","2007 Spr","May 15","7:00","Poland","M",43,TRUE,FALSE,"China",2007
"EVER","Marina Binti Ahmad","2007 Spr","May 21","8:00","Malaysia","F",25,TRUE,FALSE,"Nepal",2007
"EVER","Mario Audrighettoni","2007 Spr","May 22","10:00","Italy","M",38,TRUE,FALSE,"China",2007
"EVER","Marjolein De Bruycker","2007 Spr","May 16","5:30","Belgium","F",27,TRUE,FALSE,"China",2007
"EVER","Mark Anthony Whetu","2007 Spr","May 22","6:52","New Zealand","M",47,TRUE,FALSE,"China",2007
"EVER","Mark Richard Sedon","2007 Spr","May 21","7:04","New Zealand","M",37,TRUE,FALSE,"Nepal",2007
"EVER","Mark Sheen","2007 Spr","Jun 05","4:45","Australia","M",31,TRUE,FALSE,"China",2007
"EVER","Mark Wynton Woodward","2007 Spr","May 21","7:20","New Zealand","M",43,TRUE,FALSE,"China",2007
"EVER","Mark Wynton Woodward","2007 Spr","Jun 14","","New Zealand","M",43,TRUE,FALSE,"China",2007
"EVER","Martin James Barnett","2007 Spr","May 16","5:45","UK","M",30,TRUE,FALSE,"China",2007
"EVER","Maruti Khandagle","2007 Spr","May 15","6:00","India","M",39,TRUE,FALSE,"China",2007
"EVER","Matthew L. (Matt) Vulk","2007 Spr","May 21","4:45","United States of America","M",44,TRUE,FALSE,"China",2007
"EVER","Maurice Beausejour","2007 Spr","May 15","6:45","Canada","M",53,TRUE,FALSE,"China",2007
"EVER","Maxim Shakirov","2007 Spr","May 19","7:00","Russia","M",39,TRUE,FALSE,"China",2007
"EVER","Maxut S. Zhumayev","2007 Spr","Apr 30","15:30","Kazakhstan","M",30,FALSE,FALSE,"China",2007
"EVER","Maya Sherpa (Patle-5, Okhaldhunga)","2007 Spr","May 23","6:45","Nepal","F",29,TRUE,FALSE,"China",2007
"EVER","Meagan Kirsten McGrath","2007 Spr","May 21","5:07","Canada","F",29,TRUE,FALSE,"Nepal",2007
"EVER","Mi-Gon Kim","2007 Spr","May 16","8:20","S Korea","M",34,TRUE,FALSE,"Nepal",2007
"EVER","Mi-Sun Go","2007 Spr","May 16","6:15","S Korea","F",39,TRUE,FALSE,"China",2007
"EVER","Michael Edward Davey","2007 Spr","May 24","9:00","UK","M",41,TRUE,FALSE,"Nepal",2007
"EVER","Michael John (Mike) Allsop","2007 Spr","May 24","8:30","New Zealand","M",37,TRUE,FALSE,"Nepal",2007
"EVER","Michael John (Mike) Roberts","2007 Spr","May 20","5:00","New Zealand","M",45,TRUE,FALSE,"Nepal",2007
"EVER","Michael John Haugen","2007 Spr","May 21","5:00","United States of America","M",30,TRUE,FALSE,"Nepal",2007
"EVER","Michael John Patterson","2007 Spr","May 23","6:20","S Africa","M",55,TRUE,FALSE,"China",2007
"EVER","Michael Joseph O'Dwyer","2007 Spr","May 24","7:55","Ireland","M",32,TRUE,FALSE,"Nepal",2007
"EVER","Michael M. Hsu","2007 Spr","May 16","10:15","United States of America","M",35,TRUE,FALSE,"China",2007
"EVER","Michael Niemeier","2007 Spr","May 15","11:30","Germany","M",51,TRUE,FALSE,"China",2007
"EVER","Michael Patrick William (Mike) Grocott","2007 Spr","May 23","6:29","UK","M",41,TRUE,FALSE,"Nepal",2007
"EVER","Michael William (Mike) Nixon","2007 Spr","May 21","","S Africa","M",48,TRUE,FALSE,"Nepal",2007
"EVER","Milos Ivackovic","2007 Spr","May 20","10:05","Serbia","M",29,TRUE,FALSE,"China",2007
"EVER","Mindu Chhiri Sherpa (Kurima, Lokhim-9, Solukhumbu)","2007 Spr","Jun 05","7:30","Nepal","M",35,TRUE,FALSE,"China",2007
"EVER","Mingkipa Sherpa (Tashigaon, Makalu-Barun)","2007 Spr","May 15","6:35","Nepal","F",19,TRUE,FALSE,"China",2007
"EVER","Mingma (Ang Mingma) Sherpa (Yilajung, Khumbu)","2007 Spr","May 17","8:57","Nepal","M",39,TRUE,FALSE,"China",2007
"EVER","Mingma Chhiri/Chhiring Sherpa (Thami, Khumbu)","2007 Spr","May 22","7:30","Nepal","M",38,TRUE,FALSE,"Nepal",2007
"EVER","Mingma Dorchi/Dorje Sherpa (Tashigaon, Makalu-Barun)","2007 Spr","May 19","7:00","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Mingma Dorje (Mingma) Sherpa (Thamo, Khumbu)","2007 Spr","May 16","5:30","Nepal","M",29,TRUE,FALSE,"China",2007
"EVER","Mingma Dorje (Mingmar Dorje) Sherpa (Tapting, Solukhumbu)","2007 Spr","Jun 14","9:55","Nepal","M",27,TRUE,FALSE,"China",2007
"EVER","Mingma Dorje Sherpa (Phortse, Khumbu)","2007 Spr","May 20","","Nepal","M",41,TRUE,FALSE,"Nepal",2007
"EVER","Mingma Dorje Sherpa (Sibuje, Waku-4, Solukhumbu)","2007 Spr","May 22","7:30","Nepal","M",37,TRUE,FALSE,"Nepal",2007
"EVER","Mingma Dukpa Sherpa (Yaphu-9, Makalu-Barun)","2007 Spr","May 16","6:00","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Mingma Gelu Sherpa (Balakharka, Makalu-Barun)","2007 Spr","May 19","7:00","Nepal","M",28,TRUE,FALSE,"China",2007
"EVER","Mingma Gyalje Sherpa (Beding, Dolakha)","2007 Spr","May 19","10:30","Nepal","M",21,TRUE,FALSE,"China",2007
"EVER","Mingma Nurbu Sherpa (Khumjung, Khumbu)","2007 Spr","May 23","6:35","Nepal","M",27,TRUE,FALSE,"Nepal",2007
"EVER","Mingma Temba Sherpa (Yaphu-9, Makalu-Barun)","2007 Spr","May 15","7:00","Nepal","M",27,TRUE,FALSE,"China",2007
"EVER","Mingma Tenzi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)","2007 Spr","May 16","8:20","Nepal","M",22,TRUE,FALSE,"Nepal",2007
"EVER","Mingma Tenzing Sherpa (Pare, Khumbu)","2007 Spr","May 21","7:33","Nepal","M",39,TRUE,FALSE,"Nepal",2007
"EVER","Mingma Tenzing Sherpa (Phortse, Khumbu)","2007 Spr","May 19","","Nepal","M",20,TRUE,FALSE,"Nepal",2007
"EVER","Mingma Tshering (Ang Tshering) Sherpa (Kharikhola, Solukhumbu)","2007 Spr","May 16","8:44","Nepal","M",25,TRUE,FALSE,"Nepal",2007
"EVER","Mingma Tshering (Mingma Chhiring) Sherpa (Phortse, Khumbu)","2007 Spr","May 19","","Nepal","M",35,TRUE,FALSE,"Nepal",2007
"EVER","Mingma Tshering Sherpa (Beding, Dolakha)","2007 Spr","Jun 14","9:55","Nepal","M",24,TRUE,FALSE,"China",2007
"EVER","Mingma Tshering Sherpa (Namche Bazar, Khumbu)","2007 Spr","May 18","10:24","Nepal","M",32,TRUE,FALSE,"China",2007
"EVER","Mingma Tshering/Tsiri Sherpa (Beding, Dolakha)","2007 Spr","May 23","6:29","Nepal","M",36,TRUE,FALSE,"Nepal",2007
"EVER","Mingmar Sherpa (Damar, Jantarkhani, Okhaldhunga)","2007 Spr","May 20","","Nepal","M",36,TRUE,FALSE,"Nepal",2007
"EVER","Mitenjen (Mingma) Sherpa (Nurbugaon, Makalu-Barun)","2007 Spr","May 16","4:10","Nepal","M",37,TRUE,FALSE,"China",2007
"EVER","Mogens Kjaempe Jensen","2007 Spr","May 22","6:52","Denmark","M",34,TRUE,FALSE,"China",2007
"EVER","Mohammad Rafi Kori","2007 Spr","May 21","8:05","Malaysia","M",28,TRUE,FALSE,"Nepal",2007
"EVER","Monica Bernal Bonilla","2007 Spr","May 24","6:30","Colombia","F",27,TRUE,FALSE,"China",2007
"EVER","Muhamad Fauzan Hassan","2007 Spr","May 21","9:55","Malaysia","M",40,TRUE,FALSE,"Nepal",2007
"EVER","Mustafa Kalayci","2007 Spr","May 21","4:45","Turkey","M",33,TRUE,FALSE,"China",2007
"EVER","Nadia Tiraboschi","2007 Spr","May 17","13:00","Italy","F",40,TRUE,FALSE,"China",2007
"EVER","Namgya/Namgyal Sherpa (Gyabla, Lelep-8, Taplejung)","2007 Spr","May 23","","Nepal","M",35,TRUE,FALSE,"China",2007
"EVER","Namgya/Namgyal Sherpa (Gyabla, Lelep-8, Taplejung)","2007 Spr","Jun 05","","Nepal","M",35,TRUE,FALSE,"China",2007
"EVER","Namgyal Sherpa (Rakha Bangdel-5, Khotang)","2007 Spr","May 24","6:30","Nepal","M",29,TRUE,FALSE,"China",2007
"EVER","Nanda Dorje (Naga Dorje, Nanga) Sherpa (Khumjung, Khumbu)","2007 Spr","May 21","6:50","Nepal","M",40,TRUE,FALSE,"Nepal",2007
"EVER","Nandkumar Jagtap","2007 Spr","May 16","6:00","India","M",37,TRUE,FALSE,"China",2007
"EVER","Narendra Singh Chandel","2007 Spr","May 16","6:00","India","M",26,TRUE,FALSE,"China",2007
"EVER","Nathaniel B. Smelser","2007 Spr","May 20","","United States of America","M",44,TRUE,FALSE,"Nepal",2007
"EVER","Nawang Karsang Sherpa (Khumjung, Khumbu)","2007 Spr","May 24","6:30","Nepal","M",39,TRUE,FALSE,"China",2007
"EVER","Nawang Pasang Sherpa (Beding, Dolakha)","2007 Spr","May 15","6:00","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Nawang Tenji (Nwang Tenji) Sherpa (Beding, Dolakha)","2007 Spr","May 16","5:30","Nepal","M",40,TRUE,FALSE,"China",2007
"EVER","Nga Tenji Sherpa (Nurbugaon, Makalu-Barun)","2007 Spr","May 18","7:30","Nepal","M",27,TRUE,FALSE,"Nepal",2007
"EVER","Ngata (Nada) Sherpa (Ghunsa, Lelep-9, Taplejung)","2007 Spr","May 23","6:00","Nepal","M",31,TRUE,FALSE,"China",2007
"EVER","Ngatemba (Nga Temba) Sherpa (Sikli, Jubing, Solukhumbu)","2007 Spr","May 21","8:00","Nepal","M",51,TRUE,FALSE,"Nepal",2007
"EVER","Ngawang Dhondup (Ngawang Dradul)","2007 Spr","May 24","3:45","China","M",26,TRUE,FALSE,"China",2007
"EVER","Ngawang Norbu (Awang Luobo)","2007 Spr","May 09","6:00","China","M",26,TRUE,FALSE,"China",2007
"EVER","Ngawang Tashi (Awang Tashi)","2007 Spr","May 21","3:45","China","M",24,TRUE,FALSE,"China",2007
"EVER","Ngawang Tenzing (Awang Denzing)","2007 Spr","May 16","5:45","China","M",22,TRUE,FALSE,"China",2007
"EVER","Ngawang Tsering","2007 Spr","May 09","6:00","China","M",22,TRUE,FALSE,"China",2007
"EVER","Ngima Dendi (Nima Dendi, Ang Dendi) Sherpa (Bakachol, Khotang)","2007 Spr","May 19","10:30","Nepal","M",32,TRUE,FALSE,"China",2007
"EVER","Ngima Dorje (Nima Dorje) Sherpa (Pare, Khumbu)","2007 Spr","May 19","7:00","Nepal","M",22,TRUE,FALSE,"China",2007
"EVER","Ngima Grimen Sherpa (Gudel-5, Solukhumbu)","2007 Spr","May 16","","Nepal","M",25,TRUE,FALSE,"China",2007
"EVER","Ngima Kanchha Sherpa (Khumjung, Khumbu)","2007 Spr","May 17","8:57","Nepal","M",27,FALSE,FALSE,"China",2007
"EVER","Ngima Nuru (Nima Nuru) Sherpa (Tesho, Khumbu)","2007 Spr","May 16","5:00","Nepal","M",25,TRUE,FALSE,"China",2007
"EVER","Ngima Nuru (Nima Nuru) Sherpa (Tesho, Khumbu)","2007 Spr","Jun 05","5:40","Nepal","M",25,TRUE,FALSE,"China",2007
"EVER","Ngima Sherpa (Khanding, Gorakhani, Solukhumbu)","2007 Spr","May 19","","Nepal","M",32,TRUE,FALSE,"China",2007
"EVER","Nigel David Hart","2007 Spr","May 23","6:29","UK","M",41,TRUE,FALSE,"Nepal",2007
"EVER","Nima (Ngima) Sherpa (Tapting, Solukhumbu)","2007 Spr","Jun 14","9:55","Nepal","M",31,TRUE,FALSE,"China",2007
"EVER","Nima (Ngima, Maila) Sherpa (Sikli, Jubing, Solukhumbu)","2007 Spr","May 18","8:00","Nepal","M",34,TRUE,FALSE,"China",2007
"EVER","Nima Chhiri Sherpa (Gudel, Solukhumbu)","2007 Spr","May 24","6:30","Nepal","M",30,TRUE,FALSE,"China",2007
"EVER","Nima Chhiri Sherpa (Gudel, Solukhumbu)","2007 Spr","Jun 05","7:30","Nepal","M",30,TRUE,FALSE,"China",2007
"EVER","Nima Dorchi Sherpa (Navangaun, Makalu-4, Makalu-Barun)","2007 Spr","May 23","8:45","Nepal","M",20,TRUE,FALSE,"Nepal",2007
"EVER","Nima Dorje (Kala) Tamang (Chitre, Bakachol, Khotang)","2007 Spr","May 17","6:15","Nepal","M",27,TRUE,FALSE,"Nepal",2007
"EVER","Nima Dorje Sherpa (Pangboche, Khumbu)","2007 Spr","May 20","5:00","Nepal","M",32,TRUE,FALSE,"Nepal",2007
"EVER","Nima Gombu (Gombu) Sherpa (Beding, Dolakha)","2007 Spr","May 16","7:00","Nepal","M",38,TRUE,FALSE,"China",2007
"EVER","Nima Gyalzen Sherpa (Beding, Dolakha)","2007 Spr","May 15","5:38","Nepal","M",21,TRUE,FALSE,"China",2007
"EVER","Nima Gyalzen Sherpa (Beding, Dolakha)","2007 Spr","May 20","4:40","Nepal","M",31,TRUE,FALSE,"China",2007
"EVER","Nima Gyalzen Sherpa (Ghat, Khumbu)","2007 Spr","May 18","7:30","Nepal","M",20,TRUE,FALSE,"Nepal",2007
"EVER","Nima Kancha Sherpa (Pare, Khumbu)","2007 Spr","May 22","8:08","Nepal","M",30,TRUE,FALSE,"Nepal",2007
"EVER","Nima Karma Sherpa (Phortse, Khumbu)","2007 Spr","May 21","","Nepal","M",23,TRUE,FALSE,"Nepal",2007
"EVER","Nima Nuru/Norbu Sherpa (Thamiteng, Khumbu)","2007 Spr","May 18","6:45","Nepal","M",32,TRUE,FALSE,"Nepal",2007
"EVER","Nima Ongdi Sherpa (Balakharka, Makalu-Barun)","2007 Spr","May 19","7:00","Nepal","M",28,TRUE,FALSE,"China",2007
"EVER","Nima Tamang (Pangboche, Khumbu)","2007 Spr","May 18","7:00","Nepal","M",27,TRUE,FALSE,"Nepal",2007
"EVER","Nima Tashi Sherpa (Pangboche, Khumbu)","2007 Spr","May 18","7:00","Nepal","M",47,TRUE,FALSE,"Nepal",2007
"EVER","Nima Tenji (Nima Tenzing) Sherpa (Paiya, Jubing-7, Solukhumbu)","2007 Spr","May 16","6:15","Nepal","M",27,TRUE,FALSE,"China",2007
"EVER","Nima Tenzing Sherpa (Khumjung, Khumbu)","2007 Spr","May 21","","Nepal","M",19,TRUE,FALSE,"China",2007
"EVER","Nima Thundu Sherpa (Pangboche, Khumbu)","2007 Spr","May 20","8:30","Nepal","M",27,TRUE,FALSE,"China",2007
"EVER","Nima Wandeki (Nima Ongdi/Wangdi) Sherpa (Kharikhola, Solukhumbu)","2007 Spr","May 16","7:45","Nepal","M",33,TRUE,FALSE,"Nepal",2007
"EVER","Nima Wangchu Sherpa (Phortse, Khumbu)","2007 Spr","May 22","","Nepal","M",32,TRUE,FALSE,"China",2007
"EVER","Nives Meroi","2007 Spr","May 17","10:15","Italy","F",45,FALSE,FALSE,"China",2007
"EVER","Noelle Cristina Wenceslao","2007 Spr","May 16","6:10","Philippines","F",27,TRUE,FALSE,"China",2007
"EVER","Norbu Dhondup (Luobu Zhandu)","2007 Spr","May 09","6:00","China","M",27,TRUE,FALSE,"China",2007
"EVER","Norbu Dhondup (Small)","2007 Spr","May 21","3:45","China","M",18,TRUE,FALSE,"China",2007
"EVER","Nurbu Bhote Lama","2007 Spr","May 22","","Nepal","M",25,TRUE,FALSE,"Nepal",2007
"EVER","Nurbu Chhiring Sherpa (Balakharka, Makalu-Barun)","2007 Spr","May 20","8:00","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Nurbu Sherpa (Nurbugaon, Makalu-Barun)","2007 Spr","May 21","6:30","Nepal","M",22,TRUE,FALSE,"China",2007
"EVER","Nuru Chhiri Sherpa (Churung Kharka, Bhakanje, Solukhumbu)","2007 Spr","May 21","8:40","Nepal","M",37,TRUE,FALSE,"Nepal",2007
"EVER","Nuru Gyalzen Sherpa (Phortse, Khumbu)","2007 Spr","May 21","","Nepal","M",33,TRUE,FALSE,"China",2007
"EVER","Nuru Gyalzen Sherpa (Phortse, Khumbu)","2007 Spr","Jun 14","","Nepal","M",33,TRUE,FALSE,"China",2007
"EVER","Nuru Wangchu Sherpa (Pangboche, Khumbu)","2007 Spr","May 16","9:30","Nepal","M",29,TRUE,FALSE,"China",2007
"EVER","Olivier Dufresne","2007 Spr","May 19","8:45","France","M",42,TRUE,FALSE,"China",2007
"EVER","Omar Sharif Samra","2007 Spr","May 17","9:49","Egypt","M",28,TRUE,FALSE,"Nepal",2007
"EVER","Omar Sharif Samra","2007 Spr","May 17","9:49","UK","M",28,TRUE,FALSE,"Nepal",2007
"EVER","Ongda Gyalzen Sherpa","2007 Spr","May 23","6:29","India","M",26,TRUE,FALSE,"Nepal",2007
"EVER","Ongje (Wangche) Sherpa (Gaurishankar-2, Dolakha)","2007 Spr","May 17","9:00","Nepal","M",23,TRUE,FALSE,"China",2007
"EVER","Palden Nima Sherpa (Yaphu-9, Makalu-Barun)","2007 Spr","May 15","8:00","Nepal","M",28,TRUE,FALSE,"China",2007
"EVER","Panuru (Pasang Nuru, Pa Nuru) Sherpa (Phortse, Khumbu)","2007 Spr","May 20","","Nepal","M",38,TRUE,FALSE,"Nepal",2007
"EVER","Pasang (Pasang Temba) Sherpa (Balakharka, Makalu-Barun)","2007 Spr","May 19","7:00","Nepal","M",24,TRUE,FALSE,"China",2007
"EVER","Pasang Bhote (Chepuwa-1, Makalu-Barun)","2007 Spr","May 16","10:30","Nepal","M",33,TRUE,FALSE,"China",2007
"EVER","Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche, Khumbu)","2007 Spr","May 17","9:45","Nepal","M",30,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche, Khumbu)","2007 Spr","May 24","9:00","Nepal","M",30,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Dawa Sherpa (Chheplung, Khumbu)","2007 Spr","May 18","7:30","Nepal","M",30,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Dawa Sherpa (Khumjung, Khumbu)","2007 Spr","May 16","","Nepal","M",26,TRUE,FALSE,"China",2007
"EVER","Pasang Gelu Sherpa (Dhimbul, Gudel, Solukhumbu)","2007 Spr","May 21","9:55","Nepal","M",43,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Gyalzen Sherpa (Walung, Makalu-9, Makalu-Barun)","2007 Spr","May 16","6:00","Nepal","M",25,TRUE,FALSE,"China",2007
"EVER","Pasang Gyalzen/Geljen Sherpa (Kharikhola, Solukhumbu)","2007 Spr","May 16","8:44","Nepal","M",21,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Kami (PK) Sherpa (Phortse, Khumbu)","2007 Spr","May 21","","Nepal","M",27,TRUE,FALSE,"China",2007
"EVER","Pasang Karma Sherpa (Paiya, Jubing-7, Solukhumbu)","2007 Spr","May 16","6:00","Nepal","M",34,TRUE,FALSE,"China",2007
"EVER","Pasang Kitar/Kidar Sherpa (Beding, Dolakha)","2007 Spr","May 15","8:27","Nepal","M",28,TRUE,FALSE,"China",2007
"EVER","Pasang Lama Bhote (Hungung, Hatiya-1, Makalu-Barun)","2007 Spr","May 20","5:00","Nepal","M",22,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Lhamu Sherpa (Gumela, Chaurikharka, Khumbu)","2007 Spr","May 17","9:00","Nepal","F",22,TRUE,FALSE,"China",2007
"EVER","Pasang Nuru Sherpa (Bupsa, Jubing-5, Solukhumbu)","2007 Spr","May 16","9:00","Nepal","M",32,TRUE,FALSE,"China",2007
"EVER","Pasang Nuru Sherpa (Kharikhola, Solukhumbu)","2007 Spr","May 23","6:29","Nepal","M",34,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Phutar Sherpa (Yaphu-9, Makalu-Barun)","2007 Spr","May 15","6:45","Nepal","M",45,TRUE,FALSE,"China",2007
"EVER","Pasang Rinji Sherpa (Phortse, Khumbu)","2007 Spr","May 19","","Nepal","M",30,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Rita (Pa Rita) Sherpa (Yilajung, Khumbu)","2007 Spr","May 22","11:36","Nepal","M",32,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Rita Sherpa (Thamo, Khumbu)","2007 Spr","May 15","11:30","Nepal","M",29,TRUE,FALSE,"China",2007
"EVER","Pasang Sherpa (Tamakhani-7, Solukhumbu)","2007 Spr","May 18","8:30","Nepal","M",31,TRUE,FALSE,"China",2007
"EVER","Pasang Tamang (Deusa, Solukhumbu)","2007 Spr","May 15","8:00","Nepal","M",38,TRUE,FALSE,"China",2007
"EVER","Pasang Tendi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)","2007 Spr","May 16","7:45","Nepal","M",23,TRUE,FALSE,"Nepal",2007
"EVER","Pasang Tendi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)","2007 Spr","May 24","2:50","Nepal","M",23,TRUE,FALSE,"Nepal",2007
